ax,ay,az,gx,gy,gz,d1,d2,d3,d4,target
13751,-1660,8391,101,-811,68,155.0,328.0,470.0,461.0,3
13671,-1624,8447,213,-637,24,156.0,325.0,470.0,461.0,3
13615,-1540,8447,106,-318,3,153.0,320.0,470.0,465.0,3
13407,-1604,8335,-76,-173,13,155.0,328.0,470.0,461.0,3
13467,-2076,8439,185,49,-223,154.0,317.0,465.0,461.0,3
13451,-1868,8571,402,127,-316,155.0,330.0,470.0,461.0,3
13507,-1828,8671,380,188,-515,155.0,328.0,470.0,461.0,3
13859,-1932,8759,267,50,-567,154.0,320.0,461.0,461.0,3
14195,-1896,8867,434,89,-613,155.0,314.0,465.0,461.0,3
14195,-1924,8751,636,133,-670,155.0,325.0,465.0,461.0,3
14127,-1376,9087,572,51,-521,156.0,330.0,461.0,456.0,3
13951,-1464,9131,481,-193,-350,155.0,325.0,465.0,456.0,3
13843,-1140,8971,532,-490,-100,156.0,325.0,461.0,456.0,3
13803,-1540,9263,532,-618,-14,155.0,317.0,465.0,456.0,3
13667,-1416,8987,598,-680,43,156.0,325.0,465.0,461.0,3
13667,-1296,9219,499,-765,54,155.0,328.0,461.0,461.0,3
13687,-1580,9159,302,-764,26,158.0,342.0,461.0,461.0,3
13531,-1756,9155,390,-845,-84,155.0,325.0,465.0,461.0,3
13411,-1828,9031,389,-851,-167,155.0,328.0,456.0,456.0,3
13663,-1796,9151,302,-833,-251,155.0,333.0,461.0,461.0,3
13603,-1752,8983,288,-757,-317,156.0,330.0,461.0,465.0,3
14015,-1584,8931,367,-581,-363,159.0,325.0,456.0,461.0,3
14099,-1428,8587,-50,-134,-335,156.0,322.0,461.0,465.0,3
14079,-1552,8699,-80,-44,-140,156.0,328.0,465.0,461.0,3
14155,-1620,8343,-178,101,55,155.0,336.0,456.0,461.0,3
14207,-1816,8423,-141,62,-61,154.0,336.0,461.0,470.0,3
14175,-1696,8359,-155,86,-194,155.0,328.0,465.0,461.0,3
14143,-1876,8375,-156,112,-323,156.0,322.0,456.0,461.0,3
14251,-1864,8439,61,-47,-342,156.0,333.0,442.0,461.0,3
13907,-1548,8691,160,-36,-263,157.0,330.0,461.0,461.0,3
13823,-1496,8615,143,-246,-111,155.0,317.0,461.0,461.0,3
13799,-1712,8323,166,-278,-76,157.0,322.0,461.0,461.0,3
14235,-1688,8311,250,-333,-115,157.0,325.0,465.0,465.0,3
14131,-1852,8283,443,-159,-168,158.0,322.0,461.0,456.0,3
14187,-1864,8527,441,-171,-111,156.0,333.0,461.0,461.0,3
14151,-1952,8399,419,-57,-63,159.0,325.0,461.0,456.0,3
14035,-2028,8407,634,59,-262,158.0,322.0,461.0,461.0,3
13879,-1680,8567,665,-43,-238,158.0,328.0,461.0,461.0,3
13719,-1392,8735,634,-38,-180,158.0,336.0,461.0,456.0,3
13635,-1360,8707,599,-142,-125,158.0,330.0,461.0,461.0,3
13463,-1444,8667,716,-114,-35,158.0,322.0,461.0,456.0,3
13607,-1388,8819,614,-95,1,158.0,325.0,456.0,465.0,3
13567,-1728,8735,315,-3,-57,158.0,328.0,461.0,461.0,3
13431,-1872,8807,265,91,-184,158.0,330.0,456.0,461.0,3
13275,-1960,8831,374,70,-217,159.0,348.0,456.0,447.0,3
13291,-1640,9007,376,-141,-314,159.0,320.0,456.0,456.0,3
13419,-1620,8763,306,-231,-456,159.0,312.0,451.0,456.0,3
13491,-1624,8739,290,-432,-603,158.0,328.0,456.0,456.0,3
13803,-1720,8563,346,-552,-635,158.0,339.0,461.0,451.0,3
14007,-1760,8691,499,-539,-724,160.0,325.0,461.0,456.0,3
14491,-1936,8471,411,-403,-650,158.0,309.0,456.0,456.0,3
14523,-1860,8595,553,-310,-601,159.0,342.0,456.0,456.0,3
14771,-1824,8771,521,-241,-509,160.0,333.0,456.0,461.0,3
14587,-1772,8919,506,-94,-450,160.0,322.0,456.0,461.0,3
14543,-1708,8859,482,-32,-276,158.0,325.0,461.0,456.0,3
14439,-1520,9079,365,252,-108,150.0,328.0,456.0,461.0,3
14075,-1420,9123,114,112,109,158.0,333.0,461.0,461.0,3
13907,-1576,9183,-17,167,242,159.0,322.0,456.0,456.0,3
13607,-1540,8887,63,234,306,158.0,322.0,451.0,456.0,3
13551,-1416,8679,32,187,369,153.0,322.0,456.0,456.0,3
13427,-1736,8379,192,431,90,159.0,314.0,456.0,456.0,3
13307,-1808,8263,275,785,-146,158.0,333.0,456.0,456.0,3
13395,-1812,8115,236,1169,-288,158.0,328.0,461.0,456.0,3
13387,-1780,8007,143,1756,-437,158.0,330.0,461.0,456.0,3
13079,-1828,8147,234,1934,-512,158.0,322.0,456.0,456.0,3
13331,-1832,8399,304,2006,-513,159.0,322.0,461.0,451.0,3
13211,-1856,8747,482,1819,-559,159.0,325.0,456.0,456.0,3
13211,-1624,9187,802,1311,-796,158.0,328.0,456.0,456.0,3
12559,-2100,10827,105,329,-240,394.0,333.0,430.0,184.0,4
12335,-2164,11051,79,105,-281,394.0,336.0,425.0,183.0,4
12367,-2144,11023,252,-195,-263,394.0,333.0,425.0,183.0,4
12447,-2032,11299,-17,-504,-302,398.0,333.0,430.0,183.0,4
12455,-2192,10859,-115,-872,-448,394.0,339.0,430.0,182.0,4
12387,-2188,10675,-34,-1237,-630,394.0,333.0,425.0,182.0,4
12307,-1944,10611,-32,-1488,-721,398.0,330.0,434.0,181.0,4
12079,-2100,10519,75,-1880,-902,387.0,333.0,434.0,184.0,4
12319,-1880,10247,500,-2003,-1031,398.0,336.0,434.0,184.0,4
12183,-1440,10303,118,-2174,-932,398.0,330.0,430.0,182.0,4
12483,-1812,9919,191,-2128,-912,394.0,336.0,425.0,183.0,4
12727,-1828,9691,376,-2195,-944,398.0,333.0,425.0,183.0,4
13111,-1624,9287,798,-1953,-914,398.0,333.0,425.0,183.0,4
13451,-1468,9495,507,-1716,-799,402.0,339.0,430.0,184.0,4
13583,-1612,9503,353,-1327,-523,394.0,333.0,425.0,183.0,4
13631,-1700,9571,496,-1059,-286,394.0,330.0,425.0,184.0,4
13539,-1524,9579,476,-692,-79,398.0,336.0,425.0,184.0,4
13527,-1772,9451,402,-290,27,394.0,336.0,430.0,183.0,4
13275,-1824,9523,343,44,-18,394.0,333.0,430.0,183.0,4
13219,-1748,9667,220,231,-29,394.0,333.0,425.0,183.0,4
13127,-2040,9515,154,274,-100,394.0,330.0,421.0,184.0,4
13075,-2200,9795,168,199,-209,398.0,336.0,430.0,184.0,4
12943,-2168,9567,479,164,-336,394.0,339.0,430.0,184.0,4
12795,-2044,9315,751,34,-580,442.0,333.0,425.0,186.0,4
12643,-1908,9467,1015,-42,-901,394.0,333.0,425.0,186.0,4
12967,-1452,9611,879,-152,-1144,394.0,330.0,434.0,188.0,4
13107,-1292,9831,903,-142,-1126,398.0,333.0,430.0,184.0,4
13267,-984,9879,692,-155,-892,394.0,333.0,430.0,186.0,4
13139,-1296,10115,601,-56,-697,398.0,336.0,430.0,186.0,4
13223,-1376,10295,669,-272,-460,394.0,333.0,425.0,187.0,4
13431,-1372,10363,627,-152,-282,394.0,333.0,425.0,187.0,4
13391,-1452,10331,243,-187,-295,394.0,336.0,425.0,186.0,4
13359,-1916,10143,330,-206,-351,398.0,336.0,434.0,187.0,4
13551,-1748,10315,100,-183,-372,398.0,336.0,430.0,186.0,4
13291,-1820,10335,80,-239,-416,398.0,333.0,421.0,184.0,4
13183,-1616,10311,257,-290,-591,394.0,330.0,434.0,188.0,4
13123,-1388,9923,219,-393,-457,398.0,336.0,430.0,187.0,4
13103,-1308,9943,144,-457,-436,398.0,333.0,434.0,186.0,4
12759,-1152,9839,92,-445,-445,394.0,330.0,430.0,186.0,4
12807,-1220,9515,258,-427,-424,456.0,333.0,425.0,184.0,4
12879,-1252,9411,429,-399,-395,394.0,333.0,430.0,186.0,4
12911,-1308,9439,383,-270,-475,394.0,336.0,425.0,186.0,4
12895,-1320,9495,365,-286,-666,394.0,333.0,430.0,186.0,4
13167,-1292,9659,416,-202,-896,394.0,333.0,425.0,186.0,4
13003,-1204,9779,517,3,-1075,391.0,336.0,421.0,183.0,4
12935,-1176,10047,473,-98,-1083,409.0,336.0,430.0,187.0,4
13059,-1344,10087,426,37,-1039,398.0,336.0,430.0,186.0,4
13119,-1192,10211,322,196,-1077,380.0,336.0,430.0,184.0,4
13583,-1560,10111,-82,191,-1087,394.0,336.0,434.0,186.0,4
13527,-1816,9875,24,186,-1097,398.0,336.0,430.0,186.0,4
13179,-1472,10015,271,201,-1198,394.0,336.0,434.0,184.0,4
12995,-908,9971,275,135,-1073,394.0,333.0,421.0,184.0,4
12963,-684,10151,69,-149,-993,394.0,333.0,434.0,184.0,4
13039,-644,10047,152,-260,-881,391.0,330.0,421.0,186.0,4
12599,-764,9923,244,-397,-761,394.0,333.0,430.0,186.0,4
12559,-748,9531,399,-464,-494,402.0,333.0,434.0,186.0,4
12803,-912,9519,317,-523,-96,394.0,333.0,430.0,184.0,4
12711,-1248,9287,597,-396,170,394.0,333.0,425.0,186.0,4
12595,-1340,9135,749,-432,321,394.0,333.0,434.0,184.0,4
12647,-1348,8971,836,-394,424,398.0,336.0,434.0,184.0,4
12811,-1724,8675,1144,-408,495,398.0,333.0,434.0,186.0,4
13087,-1556,9143,1127,-805,403,394.0,333.0,434.0,184.0,4
13399,-1384,9299,1133,-899,147,394.0,333.0,430.0,184.0,4
13315,-924,9531,1634,-1268,37,394.0,336.0,434.0,186.0,4
13235,-676,9739,1692,-1472,241,398.0,336.0,438.0,184.0,4
13431,-588,9563,1414,-1742,351,394.0,336.0,430.0,184.0,4
13911,-896,9651,1174,-2008,413,394.0,330.0,430.0,184.0,4
13807,-1004,9451,1408,-1989,472,398.0,336.0,430.0,187.0,4
13663,-936,9111,1535,-1949,551,417.0,333.0,434.0,186.0,4
14111,-828,8999,1578,-2149,745,394.0,333.0,434.0,182.0,4
14159,-676,8999,1687,-2174,914,394.0,333.0,434.0,186.0,4
13923,-616,8975,1807,-1922,1004,402.0,333.0,425.0,184.0,4
13879,-600,8735,1751,-1977,1100,398.0,330.0,425.0,184.0,4
14123,-680,9199,1486,-1977,1230,394.0,336.0,430.0,188.0,4
14259,-388,9203,1941,-1288,1257,398.0,336.0,434.0,184.0,4
14427,-224,9199,1808,-1446,1300,398.0,333.0,425.0,184.0,4
14791,-440,9539,1212,-1506,1502,402.0,328.0,434.0,183.0,4
14823,-1012,9839,919,-1060,2194,394.0,333.0,438.0,186.0,4
14579,-1484,9199,848,-656,1569,402.0,336.0,438.0,189.0,4
13895,-1660,8775,1023,-499,1356,394.0,333.0,434.0,184.0,4
13683,-1696,8755,1491,-412,1319,394.0,333.0,430.0,186.0,4
13547,-1608,8939,1554,-828,999,398.0,336.0,438.0,183.0,4
13207,-1564,8591,1900,-1253,497,398.0,336.0,438.0,189.0,4
12879,-1608,8707,2227,-1749,-206,394.0,333.0,430.0,183.0,4
12571,-1444,8455,2659,-2724,-325,394.0,333.0,430.0,184.0,4
13035,-1400,8347,2995,-3105,-272,394.0,333.0,430.0,184.0,4
13891,-1436,7995,2793,-3037,12,394.0,333.0,430.0,183.0,4
14987,-1616,8083,2278,-2176,891,398.0,336.0,434.0,186.0,4
16007,-1364,8427,1257,-806,1603,398.0,336.0,447.0,182.0,4
16347,-1760,8659,344,1130,2011,394.0,333.0,434.0,184.0,4
14487,-1704,8871,50,3266,2356,391.0,330.0,430.0,183.0,4
12723,-2156,9343,25,3072,1937,398.0,333.0,434.0,183.0,4
12079,-2436,9795,-34,1498,841,394.0,333.0,434.0,186.0,4
12767,-2804,9399,684,-689,-201,394.0,333.0,430.0,182.0,4
14027,-2696,9315,1989,-2087,-898,394.0,333.0,434.0,184.0,4
15123,-1764,9039,2814,-3085,-838,394.0,333.0,438.0,184.0,4
15235,-940,8835,2646,-3747,-259,394.0,330.0,430.0,187.0,4
14867,-432,8671,2360,-4112,370,398.0,336.0,434.0,184.0,4
14611,-324,8903,1883,-4058,835,394.0,336.0,434.0,182.0,4
13999,-1628,7935,1466,-3441,1814,394.0,330.0,434.0,183.0,4
13991,-1592,7071,1971,-3356,1935,367.0,330.0,430.0,184.0,4
13895,-1464,6683,2013,-3063,1828,394.0,336.0,434.0,184.0,4
14127,-1596,6127,1652,-2586,1572,394.0,330.0,430.0,182.0,4
14439,-1708,6331,1240,-1783,1392,394.0,333.0,430.0,183.0,4
14611,-1768,6275,1125,-931,1442,394.0,330.0,434.0,184.0,4
14843,-2092,6463,1039,-54,1162,391.0,330.0,425.0,187.0,4
14703,-2056,7227,1043,227,759,394.0,333.0,438.0,184.0,4
14951,-2060,7615,730,351,543,394.0,333.0,442.0,187.0,4
15123,-2232,7595,502,192,357,394.0,336.0,434.0,184.0,4
15003,-2612,8091,1017,11,-84,421.0,330.0,434.0,186.0,4
15067,-1968,7999,1473,-726,-228,391.0,333.0,438.0,186.0,4
14871,-1356,7843,1457,-1038,-162,394.0,333.0,438.0,187.0,4
14899,-844,7815,1306,-1540,-30,391.0,336.0,430.0,183.0,4
14899,-880,7515,1391,-1587,-1,394.0,333.0,430.0,186.0,4
14815,-944,7295,1445,-1316,129,394.0,333.0,430.0,186.0,4
14671,-1216,7203,1618,-1009,222,394.0,336.0,430.0,183.0,4
14879,-1284,7135,1874,-947,343,394.0,336.0,434.0,187.0,4
14943,-792,7463,1074,-514,331,394.0,336.0,434.0,184.0,4
14619,-1572,7455,357,-174,258,394.0,333.0,430.0,184.0,4
14627,-2240,7443,751,70,-100,394.0,330.0,430.0,186.0,4
14483,-1592,7595,1127,23,-34,398.0,339.0,438.0,186.0,4
14559,-1440,7567,1274,20,20,394.0,336.0,438.0,187.0,4
14787,-1188,7719,1199,-321,-116,394.0,330.0,434.0,184.0,4
14867,-968,7803,764,-535,-123,394.0,333.0,434.0,186.0,4
14795,-1520,7539,727,-729,-108,394.0,333.0,430.0,184.0,4
14535,-1392,7347,1291,-1113,374,394.0,336.0,438.0,187.0,4
14655,-1416,7003,1014,-1266,383,391.0,333.0,430.0,186.0,4
14491,-1724,7155,814,-1216,219,391.0,333.0,430.0,187.0,4
14767,-2056,6923,842,-1086,56,394.0,330.0,430.0,188.0,4
14815,-2048,6843,1036,-782,13,398.0,336.0,430.0,187.0,4
14727,-2028,6779,1376,-612,27,394.0,333.0,434.0,188.0,4
14619,-1860,7031,1653,-548,10,394.0,336.0,434.0,188.0,4
14611,-1376,7079,1236,-417,-52,394.0,333.0,421.0,187.0,4
14667,-1304,7059,686,-400,-87,394.0,333.0,430.0,187.0,4
14983,-1752,6987,622,-405,-224,367.0,333.0,430.0,187.0,4
15055,-1488,7223,849,-306,-380,391.0,333.0,430.0,184.0,4
14923,-1504,7367,520,-524,-562,394.0,333.0,430.0,186.0,4
14811,-1804,7683,350,-830,-865,394.0,330.0,430.0,187.0,4
14579,-1524,8035,223,-1460,-1204,391.0,330.0,430.0,186.0,4
14619,-1532,8091,54,-2032,-1344,394.0,336.0,430.0,186.0,4
14679,-1376,7771,126,-2437,-1467,394.0,336.0,430.0,184.0,4
14767,-1104,7687,402,-2663,-1393,398.0,333.0,430.0,184.0,4
14795,-528,7203,475,-2523,-1251,391.0,330.0,425.0,184.0,4
14747,-372,6535,433,-2189,-947,394.0,330.0,430.0,186.0,4
14991,-624,6287,488,-1761,-851,398.0,336.0,430.0,186.0,4
15223,-592,6231,289,-841,-485,394.0,336.0,430.0,184.0,4
15299,-724,6179,138,-485,-395,394.0,330.0,425.0,184.0,4
15319,-872,6123,242,-337,-470,398.0,333.0,430.0,183.0,4
15483,-860,6443,271,-201,-433,394.0,333.0,430.0,184.0,4
15287,-800,6719,59,-252,-457,360.0,336.0,434.0,184.0,4
15359,-948,6603,158,-445,-497,394.0,330.0,430.0,184.0,4
15447,-788,6791,373,-592,-389,394.0,333.0,425.0,184.0,4
15539,-728,6579,577,-652,-383,394.0,330.0,430.0,183.0,4
15595,-688,6431,889,-685,-282,394.0,336.0,430.0,183.0,4
15391,-672,6727,848,-901,-173,394.0,330.0,425.0,183.0,4
15539,-336,6387,1115,-783,5,391.0,333.0,425.0,187.0,4
15451,-244,6127,575,-598,305,394.0,330.0,425.0,184.0,4
15287,-504,6295,100,-450,374,394.0,330.0,425.0,184.0,4
15171,-976,6223,-270,-490,199,394.0,333.0,425.0,184.0,4
15247,-1384,6579,-10,-286,62,394.0,333.0,430.0,182.0,4
15427,-1196,6239,-90,-327,71,394.0,330.0,421.0,182.0,4
15587,-1212,6363,-100,-191,-1,394.0,330.0,430.0,182.0,4
15759,-1072,6131,-188,-116,-186,394.0,330.0,425.0,181.0,4
15731,-1232,6215,-133,-264,-395,394.0,333.0,421.0,182.0,4
15275,-1172,6431,-61,-798,-373,391.0,330.0,421.0,180.0,4
15051,-892,7035,-635,-1445,-206,394.0,330.0,421.0,181.0,4
15283,-700,7295,-1850,-1597,-141,394.0,328.0,421.0,181.0,4
14355,-1580,6259,-1955,-699,-140,394.0,333.0,421.0,182.0,4
14723,-1076,6091,-1724,-662,-78,363.0,330.0,417.0,183.0,4
14807,-684,6083,-2987,-827,-65,391.0,328.0,417.0,181.0,4
14935,-868,5259,-3705,-530,107,394.0,328.0,413.0,181.0,4
15483,-1588,5287,-4191,-497,247,398.0,333.0,425.0,180.0,4
15515,-2316,5503,-3870,-743,171,394.0,330.0,421.0,182.0,4
15747,-2608,5559,-2717,-558,59,398.0,336.0,425.0,181.0,4
16311,-2048,5219,-1947,-434,85,398.0,328.0,421.0,180.0,4
16191,-1964,5183,-2025,-714,-4,391.0,328.0,417.0,181.0,4
15451,-2368,5659,-1732,-897,-389,398.0,333.0,421.0,182.0,4
15067,-2228,5799,-1627,-1443,-1360,398.0,333.0,421.0,181.0,4
15203,-2036,5991,-440,-2257,-826,398.0,333.0,421.0,180.0,4
15559,-1308,5363,-704,-1910,-545,394.0,330.0,413.0,181.0,4
15383,-1548,5055,-788,-1060,-414,394.0,330.0,413.0,182.0,4
15247,-1880,5211,-574,-654,-518,398.0,333.0,417.0,182.0,4
15307,-1864,5243,-606,-223,-424,398.0,333.0,417.0,181.0,4
15355,-2072,4995,-664,314,-522,398.0,330.0,417.0,183.0,4
15495,-1840,4935,-1439,568,-896,402.0,330.0,417.0,181.0,4
15707,-2360,5175,-1494,930,-1153,398.0,333.0,409.0,182.0,4
15911,-2620,4883,-1418,1478,-1589,398.0,333.0,417.0,181.0,4
15743,-2068,5071,-1418,1193,-1822,398.0,333.0,421.0,181.0,4
16151,-2104,5199,-1005,1685,-2146,394.0,330.0,413.0,181.0,4
16063,-1168,5771,-654,1073,-1933,398.0,333.0,413.0,182.0,4
15943,-1020,5827,-845,867,-1710,402.0,333.0,421.0,181.0,4
15879,-652,6031,-858,780,-1407,398.0,330.0,425.0,182.0,4
15939,-568,6219,-967,269,-1020,402.0,330.0,417.0,184.0,4
15871,-696,6099,-572,196,-487,398.0,330.0,413.0,182.0,4
15551,-704,6155,-240,14,10,398.0,330.0,413.0,181.0,4
15063,-560,5811,125,30,367,398.0,333.0,417.0,183.0,4
15007,-572,6235,-152,-381,557,398.0,333.0,417.0,182.0,4
15151,-1152,6015,-405,-321,616,398.0,333.0,417.0,183.0,4
15291,-1560,5919,-424,-437,746,394.0,330.0,413.0,182.0,4
15567,-1884,5631,-338,10,619,398.0,333.0,417.0,184.0,4
15303,-1776,5847,-447,34,531,394.0,330.0,421.0,184.0,4
15271,-2160,5739,-213,93,506,394.0,330.0,413.0,187.0,4
15431,-2036,5875,-161,-73,556,398.0,333.0,413.0,187.0,4
15375,-2168,5979,-77,-126,403,398.0,330.0,409.0,191.0,4
15299,-2276,5527,85,-100,186,402.0,330.0,413.0,224.0,4
15235,-2260,5683,87,-186,156,402.0,333.0,417.0,224.0,4
15299,-2376,5799,200,-136,59,405.0,330.0,417.0,197.0,4
15263,-2088,5703,366,96,34,402.0,328.0,413.0,220.0,4
15079,-2148,5655,332,182,-99,402.0,328.0,409.0,215.0,4
15291,-2012,5763,173,295,-100,398.0,330.0,413.0,217.0,4
15143,-2192,5975,153,329,-197,402.0,333.0,417.0,209.0,4
15359,-2016,6231,294,215,-209,402.0,330.0,417.0,214.0,4
15427,-2032,6247,50,67,-75,394.0,330.0,409.0,217.0,4
15351,-1932,5967,251,240,9,398.0,330.0,405.0,224.0,4
15135,-1948,6359,176,-14,45,402.0,330.0,413.0,232.0,4
15327,-2208,5859,470,-159,-26,398.0,330.0,417.0,217.0,4
15303,-1992,5815,585,-189,-58,402.0,325.0,413.0,220.0,4
15431,-2064,5843,423,-151,-103,398.0,328.0,409.0,218.0,4
15559,-2084,5803,514,-65,-242,405.0,328.0,409.0,220.0,4
15579,-1948,5783,361,-103,-244,402.0,325.0,413.0,223.0,4
15263,-2040,5995,369,-66,-104,402.0,330.0,413.0,223.0,4
15259,-2020,5895,605,-344,-53,398.0,330.0,413.0,218.0,4
15683,-1760,5795,608,-492,-110,402.0,325.0,409.0,220.0,4
15539,-1712,5803,504,-348,-39,405.0,325.0,409.0,221.0,4
15475,-1984,5887,428,-427,-18,402.0,328.0,409.0,220.0,4
15595,-1972,5939,614,-420,91,402.0,325.0,413.0,221.0,4
15531,-2072,5623,590,-413,280,405.0,328.0,413.0,186.0,4
15583,-2232,5295,624,-419,101,405.0,330.0,413.0,186.0,4
15443,-2376,5303,831,-97,-28,405.0,325.0,405.0,187.0,4
15403,-2156,5743,605,-82,-116,405.0,328.0,413.0,186.0,4
15231,-2056,5987,637,-136,-191,402.0,333.0,409.0,184.0,4
15407,-1964,6219,322,-132,-263,409.0,336.0,417.0,186.0,4
15623,-2348,5587,86,157,-277,405.0,339.0,421.0,183.0,4
15275,-2484,5791,300,-45,-496,409.0,345.0,438.0,186.0,4
15447,-2192,6119,570,-20,-480,409.0,345.0,442.0,187.0,4
15123,-1816,5935,845,51,-433,421.0,348.0,447.0,188.0,4
15387,-2148,5843,67,-18,-181,425.0,348.0,451.0,193.0,4
15347,-2488,5579,493,-51,-155,430.0,354.0,465.0,197.0,4
15359,-2096,6275,1097,-29,-225,434.0,360.0,470.0,201.0,4
15115,-1512,6351,827,-476,-57,442.0,357.0,485.0,208.0,4
15363,-1748,5863,204,-188,-55,447.0,357.0,485.0,217.0,4
15259,-2500,5787,200,-622,-177,451.0,377.0,491.0,227.0,4
15435,-2580,6227,770,-516,-368,451.0,380.0,501.0,232.0,4
15339,-1980,6031,1147,-642,-170,456.0,394.0,507.0,242.0,4
15431,-1596,5963,819,-425,-173,456.0,383.0,518.0,246.0,4
15431,-1832,5771,459,-294,-118,456.0,387.0,518.0,250.0,4
15263,-2112,5987,475,-125,-247,461.0,373.0,512.0,251.0,4
15275,-2316,5955,560,-260,-224,456.0,409.0,524.0,251.0,4
15459,-2028,5747,811,-195,-278,461.0,391.0,524.0,251.0,4
15567,-1952,5671,810,-121,-317,461.0,387.0,524.0,250.0,4
15471,-1976,5963,914,-75,-361,456.0,383.0,518.0,244.0,4
15287,-1968,6295,1082,-378,-239,461.0,373.0,512.0,244.0,4
15499,-1748,5907,1648,-532,-154,465.0,398.0,512.0,239.0,4
15491,-1720,6015,1686,-623,-22,461.0,387.0,512.0,241.0,4
15327,-1780,5771,1528,-533,-60,465.0,383.0,501.0,239.0,4
15475,-2008,5831,1447,-474,-71,461.0,370.0,518.0,237.0,4
15663,-1856,5703,1675,-591,-132,465.0,398.0,512.0,241.0,4
15563,-1668,5663,1480,-208,-53,465.0,405.0,518.0,239.0,4
15215,-1652,6103,1318,-136,-203,465.0,391.0,507.0,236.0,4
15279,-1344,6075,722,-506,-261,465.0,398.0,507.0,239.0,4
15335,-1728,6147,552,-470,-197,465.0,405.0,512.0,237.0,4
15519,-1976,6015,805,-539,-176,475.0,417.0,512.0,237.0,4
15451,-1792,5583,789,-559,-94,480.0,413.0,512.0,236.0,4
15415,-2180,5719,684,-141,-123,475.0,425.0,512.0,234.0,4
15219,-1444,5899,689,-349,-277,480.0,425.0,518.0,229.0,4
15331,-1324,5519,482,-164,-70,480.0,421.0,512.0,226.0,4
15359,-1536,6111,-4,-161,-65,470.0,430.0,512.0,221.0,4
15435,-1984,6027,211,-341,-181,475.0,421.0,512.0,218.0,4
15359,-1768,5967,-144,-231,-56,470.0,413.0,507.0,211.0,4
15283,-1960,5643,207,-191,-101,470.0,417.0,507.0,208.0,4
15531,-1784,5555,357,-304,-115,470.0,409.0,507.0,206.0,4
15231,-1636,6139,295,-320,-91,465.0,409.0,507.0,204.0,4
15339,-1552,5911,155,-389,-43,465.0,402.0,507.0,202.0,4
15531,-1952,5927,25,-547,-34,465.0,402.0,507.0,201.0,4
15651,-1992,5875,173,-284,-59,475.0,405.0,507.0,201.0,4
15427,-2016,5979,160,-440,-23,465.0,405.0,512.0,200.0,4
15343,-1796,5947,297,-517,18,465.0,398.0,512.0,200.0,4
15391,-1876,5799,-16,-579,-115,461.0,398.0,512.0,198.0,4
15567,-1764,5319,91,-317,-95,461.0,394.0,507.0,198.0,4
15507,-1852,5543,165,-132,14,461.0,398.0,512.0,197.0,4
15367,-2124,5803,106,-235,-181,461.0,398.0,512.0,197.0,4
15351,-2076,5891,61,-364,-291,485.0,398.0,512.0,197.0,4
15539,-1996,5667,-254,-299,-354,461.0,394.0,507.0,197.0,4
15915,-1988,4707,-31,-23,-221,451.0,398.0,507.0,197.0,4
15391,-1940,5899,200,-178,-257,461.0,394.0,507.0,197.0,4
15471,-1668,5987,356,49,-206,461.0,394.0,501.0,196.0,4
15495,-1732,5883,-73,-193,-78,456.0,394.0,507.0,196.0,4
15455,-2124,5683,-87,-335,-222,456.0,394.0,507.0,197.0,4
15707,-1652,6007,83,-251,-203,456.0,391.0,512.0,194.0,4
15391,-1760,5959,-312,-354,-208,461.0,394.0,507.0,196.0,4
15323,-1968,6051,-466,-473,-265,491.0,387.0,507.0,194.0,4
15495,-1896,5927,-386,-707,-103,456.0,387.0,512.0,194.0,4
15607,-1988,5487,-264,-448,57,456.0,387.0,507.0,194.0,4
15431,-1848,5347,-154,-435,21,456.0,383.0,507.0,194.0,4
15471,-2004,5563,-541,-542,-13,456.0,383.0,507.0,194.0,4
15775,-2156,5347,-381,-553,22,447.0,387.0,501.0,193.0,4
15847,-1980,5031,-143,-211,201,456.0,387.0,501.0,193.0,4
15427,-2308,5435,-73,-378,42,461.0,383.0,496.0,192.0,4
15351,-2440,5483,-68,-338,-149,456.0,387.0,491.0,191.0,4
15403,-2648,5323,-53,-405,-316,456.0,383.0,491.0,189.0,4
15643,-2448,5351,17,-386,-641,451.0,380.0,485.0,188.0,4
15879,-2272,5507,-199,-363,-551,456.0,377.0,485.0,188.0,4
15811,-2588,5991,-454,-290,-488,456.0,377.0,480.0,187.0,4
15867,-2400,5519,-211,-150,-472,451.0,380.0,475.0,187.0,4
15695,-1684,5323,-334,493,-642,461.0,377.0,475.0,186.0,4
15767,-2000,5411,-777,153,-705,451.0,377.0,475.0,186.0,4
16627,-1928,6019,-1652,457,-528,456.0,373.0,475.0,186.0,4
16947,-2416,5655,-1892,590,-82,451.0,380.0,475.0,186.0,4
16531,-2564,5983,-1997,765,-124,456.0,380.0,475.0,186.0,4
16199,-2620,5243,-1330,704,-287,447.0,380.0,475.0,186.0,4
16039,-2084,5763,-1666,694,-325,451.0,377.0,475.0,184.0,4
15611,-2184,5915,-1909,825,-338,456.0,377.0,475.0,186.0,4
15743,-2376,5303,-2012,1157,-346,456.0,383.0,475.0,183.0,4
15531,-2028,5647,-1693,1677,-235,456.0,383.0,475.0,184.0,4
15327,-1852,5187,-1383,2245,-68,451.0,380.0,475.0,186.0,4
15331,-1864,5843,-2478,2309,-180,451.0,380.0,480.0,184.0,4
15703,-2624,5771,-2731,2452,-261,451.0,383.0,480.0,184.0,4
15767,-3112,5871,-2966,2682,-18,461.0,380.0,475.0,184.0,4
