ax,ay,az,gx,gy,gz,d1,d2,d3,d4,target
13267,-5276,6347,1058,-875,-589,161.0,147.0,192.0,183.0,1
13671,-5108,6303,633,-858,-511,162.0,146.0,192.0,182.0,1
13879,-5936,6639,322,-1064,-557,161.0,145.0,192.0,182.0,1
13747,-5920,6899,916,-986,-413,161.0,147.0,193.0,184.0,1
13819,-5572,6943,1416,-1205,-268,161.0,147.0,191.0,184.0,1
14027,-5348,7063,1407,-1749,-51,162.0,146.0,192.0,182.0,1
14227,-5356,6763,1440,-1830,135,163.0,146.0,192.0,183.0,1
14391,-5632,6467,1614,-1691,403,162.0,147.0,192.0,182.0,1
14691,-5736,6471,1659,-1405,560,162.0,145.0,193.0,183.0,1
14847,-5712,6187,1007,-751,674,162.0,146.0,192.0,183.0,1
14559,-6224,6119,492,64,513,162.0,146.0,193.0,182.0,1
14555,-6428,5915,539,395,126,166.0,145.0,192.0,183.0,1
14399,-6512,6011,501,870,-297,161.0,146.0,192.0,183.0,1
14211,-6568,6139,651,1288,-584,164.0,145.0,192.0,182.0,1
13955,-6704,6219,707,1797,-1020,162.0,146.0,192.0,182.0,1
13807,-6372,6599,872,1941,-1292,162.0,147.0,192.0,183.0,1
13727,-6152,6767,775,1986,-1388,162.0,145.0,192.0,183.0,1
13739,-5828,6783,827,1984,-1369,162.0,146.0,191.0,182.0,1
13779,-5336,6707,440,1849,-1291,162.0,145.0,193.0,184.0,1
14083,-5240,6279,206,1790,-1145,161.0,146.0,192.0,183.0,1
14247,-5420,6543,407,1885,-1247,162.0,146.0,191.0,183.0,1
14303,-4900,6363,756,1654,-1194,163.0,147.0,191.0,182.0,1
14691,-5044,6427,898,1018,-1238,162.0,146.0,192.0,182.0,1
14887,-4952,6471,896,830,-1542,161.0,146.0,191.0,182.0,1
14279,-5000,6871,1334,677,-1590,162.0,146.0,192.0,182.0,1
13999,-4760,7355,1447,472,-1784,163.0,146.0,191.0,183.0,1
13719,-4604,7719,1373,530,-2019,162.0,145.0,192.0,182.0,1
13343,-4304,7911,1196,215,-2098,162.0,146.0,191.0,181.0,1
13335,-4544,7855,1262,137,-2020,162.0,145.0,192.0,183.0,1
13267,-4344,8551,1096,278,-2073,163.0,145.0,191.0,181.0,1
12879,-3768,8823,503,33,-1994,162.0,146.0,192.0,182.0,1
13183,-3668,8351,-194,115,-1889,162.0,146.0,192.0,183.0,1
13519,-4260,8083,-865,13,-1722,161.0,144.0,193.0,184.0,1
13627,-5148,7475,-947,744,-1677,163.0,146.0,192.0,182.0,1
12939,-5004,8875,-856,1106,-1840,161.0,146.0,194.0,182.0,1
13139,-4596,8459,-764,1198,-1900,163.0,146.0,192.0,182.0,1
13363,-4396,8415,-1047,1207,-1707,162.0,145.0,193.0,181.0,1
13283,-5016,8107,-1027,1399,-992,163.0,146.0,193.0,183.0,1
13171,-4860,8211,-315,1175,-971,163.0,147.0,192.0,181.0,1
13363,-4020,8211,80,765,-901,164.0,146.0,193.0,182.0,1
13455,-3952,7483,71,950,-865,164.0,146.0,193.0,182.0,1
13375,-4216,7859,225,618,-574,161.0,146.0,191.0,180.0,1
13679,-4144,7835,-15,507,-161,161.0,146.0,193.0,182.0,1
13663,-4132,7999,596,32,64,164.0,147.0,194.0,181.0,1
14147,-4928,8203,2617,-105,331,164.0,145.0,193.0,181.0,1
14011,-5128,8299,4487,12,-43,163.0,146.0,193.0,181.0,1
13495,-4440,8731,4506,-682,-265,164.0,145.0,193.0,181.0,1
13415,-3312,8907,2612,-1449,-413,165.0,146.0,194.0,181.0,1
13647,-1608,9235,-1981,-1608,-576,164.0,147.0,194.0,179.0,1
13827,-3292,8587,-2852,-3146,-998,163.0,146.0,193.0,180.0,1
13527,-4480,8455,-3538,-242,-2089,164.0,146.0,193.0,181.0,1
13435,-3828,7779,-4512,-2088,-1546,163.0,145.0,194.0,179.0,1
13791,-5312,7099,-3371,-1478,-611,163.0,146.0,194.0,180.0,1
14431,-7140,7299,-289,-392,-439,164.0,146.0,194.0,179.0,1
13783,-5108,7311,2568,688,-1340,164.0,146.0,193.0,180.0,1
13695,-4100,7927,1531,-1207,-600,164.0,146.0,193.0,181.0,1
14047,-4152,7087,501,-1291,-648,163.0,147.0,196.0,180.0,1
13979,-4720,7219,686,-260,-524,164.0,146.0,193.0,182.0,1
13147,-4024,7791,507,-140,-506,164.0,147.0,196.0,180.0,1
13851,-3176,8131,-284,-755,-608,164.0,146.0,194.0,181.0,1
15271,-3080,7683,-1435,-195,-702,163.0,146.0,193.0,181.0,1
14167,-5736,6983,-1912,377,-1199,163.0,145.0,194.0,183.0,1
17515,-6896,7503,7240,2191,-14249,164.0,147.0,194.0,182.0,1
15415,420,8763,8147,1668,-6590,164.0,146.0,192.0,181.0,1
13775,-3324,8155,5812,2499,-4593,163.0,147.0,194.0,181.0,1
13055,-1952,7663,2339,2656,-1555,164.0,146.0,194.0,181.0,1
14643,-1652,7995,2590,-1815,1726,162.0,146.0,194.0,183.0,1
13423,-1444,8067,306,-3088,2336,164.0,146.0,196.0,182.0,1
12467,-1904,7699,-2463,-5504,3593,164.0,147.0,196.0,184.0,1
14663,-1752,7459,-5591,-5473,3835,164.0,147.0,194.0,182.0,1
15423,-5316,6815,-4618,-2353,2116,164.0,148.0,196.0,180.0,1
14923,-5440,6315,-3032,-374,841,171.0,147.0,194.0,181.0,1
13947,-4332,6931,-1652,690,571,163.0,149.0,196.0,181.0,1
14259,-4276,6807,-1190,493,720,164.0,146.0,193.0,181.0,1
14131,-4664,6651,736,1205,247,165.0,148.0,194.0,181.0,1
13647,-4392,7035,1889,1754,-653,163.0,147.0,194.0,182.0,1
16315,-5960,8163,1514,278,-943,164.0,147.0,194.0,182.0,1
13391,-3668,7511,3505,1384,-2005,164.0,149.0,194.0,182.0,1
13251,-2320,8191,-28,684,-1525,165.0,147.0,196.0,182.0,1
13871,-5100,7283,-232,-510,1127,164.0,146.0,193.0,181.0,1
14707,-3788,7303,2274,363,799,164.0,147.0,194.0,181.0,1
14567,-3280,7463,1121,505,311,163.0,146.0,196.0,182.0,1
14275,-3828,7475,550,-43,-165,164.0,146.0,194.0,182.0,1
14443,-3996,7347,1236,-172,-466,163.0,146.0,193.0,182.0,1
14511,-3556,7383,1881,115,-282,163.0,147.0,192.0,182.0,1
14339,-3104,7795,1956,102,-14,164.0,146.0,194.0,181.0,1
14431,-2920,7511,1524,229,187,162.0,148.0,194.0,183.0,1
14223,-3144,7967,967,352,230,164.0,147.0,194.0,182.0,1
14047,-3332,8031,745,221,339,164.0,146.0,194.0,182.0,1
14055,-3596,7919,827,245,445,164.0,146.0,194.0,182.0,1
13875,-3820,8075,790,132,341,164.0,146.0,196.0,183.0,1
13531,-3796,7895,670,146,181,164.0,147.0,194.0,182.0,1
13487,-4092,7855,577,157,81,163.0,146.0,194.0,181.0,1
13855,-4000,8027,521,163,19,165.0,147.0,196.0,181.0,1
13983,-4036,7823,520,346,-43,164.0,147.0,194.0,182.0,1
13835,-4144,8199,456,564,-183,163.0,146.0,193.0,180.0,1
13939,-4124,8191,463,641,-175,162.0,147.0,194.0,181.0,1
14047,-3996,8275,272,649,-210,166.0,147.0,194.0,182.0,1
13739,-3952,8367,251,974,-115,163.0,146.0,196.0,182.0,1
13739,-3744,8839,-167,579,-237,164.0,147.0,194.0,181.0,1
14071,-3752,8487,-206,554,-319,164.0,146.0,196.0,182.0,1
13751,-4040,8307,-294,544,-122,157.0,147.0,194.0,182.0,1
13103,-5036,8131,1388,-2190,-1182,164.0,147.0,194.0,181.0,1
14819,-2452,8095,793,-533,-175,165.0,144.0,196.0,182.0,1
13727,-3488,8203,-325,574,271,164.0,148.0,194.0,182.0,1
15011,-3152,7159,-508,4171,-90,163.0,146.0,194.0,183.0,1
14151,-3752,8495,-261,3593,-475,163.0,146.0,194.0,182.0,1
14023,-4736,8143,621,37,-1718,165.0,148.0,194.0,181.0,1
12707,-4108,7723,1188,-826,-2955,165.0,146.0,194.0,181.0,1
13411,-4012,8363,2210,-943,-3241,164.0,146.0,193.0,182.0,1
14983,-2628,8591,2001,-955,-2744,164.0,146.0,194.0,182.0,1
14547,-2584,8391,1294,-456,-3301,163.0,146.0,194.0,181.0,1
13795,-2804,8219,1104,258,-3507,161.0,147.0,194.0,183.0,1
13955,-3008,8163,873,540,-3193,165.0,146.0,196.0,182.0,1
13663,-3460,8475,991,1018,-2828,165.0,146.0,193.0,181.0,1
14363,-2568,8871,213,-233,-2014,164.0,147.0,194.0,182.0,1
10287,-2556,8407,-182,1499,-4589,163.0,148.0,196.0,181.0,1
14259,-2196,8931,-306,1738,-4653,165.0,147.0,196.0,182.0,1
13867,-3380,9039,318,1060,-2898,164.0,147.0,196.0,182.0,1
14451,-2156,9179,496,1010,-2475,165.0,147.0,194.0,181.0,1
14379,-2104,9211,1235,632,-3644,164.0,147.0,194.0,181.0,1
15111,-2688,9235,1492,625,-3906,165.0,147.0,194.0,182.0,1
14391,-1712,8795,1746,474,-3213,164.0,147.0,194.0,183.0,1
12195,-1452,8779,1531,1425,-1495,165.0,149.0,196.0,184.0,1
14755,-1640,9123,1611,660,-1879,157.0,147.0,198.0,182.0,1
13871,-1292,9091,1625,1428,-2578,164.0,148.0,198.0,184.0,1
12647,-1220,9519,1381,-3,-1982,163.0,147.0,196.0,183.0,1
13511,-1388,8771,1827,-485,-210,165.0,149.0,197.0,184.0,1
13523,-608,9243,1238,-554,607,166.0,148.0,194.0,187.0,1
13611,-936,9207,287,-700,849,165.0,147.0,196.0,183.0,1
13303,-592,10479,-73,-3384,1739,163.0,148.0,196.0,184.0,1
14187,-1724,8975,-1774,-4948,2417,165.0,148.0,197.0,182.0,1
13003,-2200,8495,-2118,-3241,4002,165.0,148.0,196.0,183.0,1
13123,-6196,7891,-3741,-1618,3548,163.0,146.0,193.0,182.0,1
12651,-2992,8431,-1115,-579,3334,165.0,147.0,194.0,183.0,1
12915,-2820,8371,-582,-1046,3006,164.0,147.0,194.0,183.0,1
13879,-2564,8079,-107,-2433,3632,166.0,147.0,196.0,184.0,1
13839,-3380,8127,-493,-3026,5055,165.0,147.0,194.0,184.0,1
14343,-3040,8675,-96,-2359,3799,165.0,149.0,194.0,183.0,1
13839,-3504,7779,-37,-2416,3051,164.0,146.0,194.0,183.0,1
14275,-3972,7687,450,-1725,1599,165.0,147.0,194.0,186.0,1
13919,-3588,7959,684,-1196,-624,165.0,147.0,194.0,184.0,1
13743,-3696,8019,680,-893,-1052,163.0,147.0,194.0,183.0,1
13963,-3400,7963,1043,-856,-1108,164.0,147.0,196.0,184.0,1
14179,-3116,7943,1091,-738,-950,165.0,146.0,194.0,187.0,1
13795,-3020,8243,820,-508,-821,165.0,147.0,196.0,186.0,1
13599,-2920,8495,603,-979,-723,165.0,147.0,194.0,186.0,1
13691,-3140,8211,471,-997,-548,165.0,147.0,196.0,184.0,1
13827,-2996,8043,376,-1170,-260,164.0,147.0,194.0,186.0,1
14295,-3088,7639,352,-1302,122,164.0,148.0,194.0,187.0,1
14175,-3332,7567,488,-1163,164,164.0,148.0,196.0,186.0,1
14407,-3376,7307,716,-1252,-228,165.0,148.0,194.0,186.0,1
14179,-3144,7299,536,-1148,-338,165.0,148.0,194.0,186.0,1
14539,-3064,7487,237,-1374,-427,164.0,148.0,196.0,184.0,1
14895,-3296,7327,706,-1261,-431,164.0,148.0,194.0,187.0,1
14923,-3236,7335,1454,-1352,-611,164.0,148.0,196.0,187.0,1
14651,-2620,7715,1660,-1373,-717,165.0,147.0,193.0,184.0,1
14467,-2188,7255,1343,-1320,-643,165.0,147.0,194.0,191.0,1
14699,-2112,7315,620,-1461,-411,164.0,147.0,194.0,187.0,1
15071,-2592,7163,371,-1724,-342,166.0,148.0,194.0,186.0,1
15279,-2916,7035,789,-1448,-604,165.0,149.0,194.0,186.0,1
15059,-2820,7095,920,-1431,-712,164.0,148.0,194.0,188.0,1
14943,-2400,6927,1001,-990,-533,164.0,148.0,194.0,186.0,1
14855,-2188,6795,732,-772,-289,164.0,149.0,197.0,188.0,1
14923,-1888,7003,400,-623,-129,164.0,148.0,196.0,192.0,1
14915,-2388,6935,130,-483,-8,165.0,149.0,196.0,198.0,1
14931,-2624,7119,580,-294,298,164.0,148.0,193.0,194.0,1
14955,-2292,7195,562,-225,476,164.0,147.0,193.0,197.0,1
14767,-2348,7291,228,-205,625,165.0,149.0,193.0,194.0,1
13923,-2400,7195,-22,-62,829,165.0,148.0,194.0,192.0,1
13443,-2472,7155,-72,28,1073,165.0,147.0,196.0,193.0,1
12799,-2684,7131,140,-44,1231,165.0,148.0,194.0,193.0,1
13067,-2592,7287,915,-234,1147,165.0,147.0,193.0,194.0,1
13635,-2460,7175,1365,-438,1066,165.0,148.0,196.0,193.0,1
13923,-2260,7279,1122,-428,702,164.0,148.0,194.0,193.0,1
13783,-2160,7139,703,-325,686,165.0,148.0,194.0,194.0,1
13395,-1936,6859,525,862,1280,166.0,147.0,197.0,194.0,1
12675,-2356,6643,606,1188,2000,165.0,148.0,194.0,196.0,1
12451,-2624,6419,495,1236,2470,164.0,147.0,194.0,196.0,1
13203,-3132,7095,109,547,2788,165.0,147.0,196.0,196.0,1
14523,-3396,7051,-140,-292,3020,164.0,147.0,194.0,196.0,1
15351,-3524,7287,280,326,2754,169.0,150.0,194.0,196.0,1
15583,-3420,7479,853,590,2524,163.0,147.0,194.0,197.0,1
15499,-3480,7411,1046,1028,2029,164.0,147.0,194.0,197.0,1
15207,-3612,7843,1057,1018,2001,163.0,148.0,196.0,198.0,1
15043,-4088,7887,936,976,2209,163.0,147.0,194.0,189.0,1
14411,-4516,8027,400,1227,1449,162.0,148.0,196.0,183.0,1
14271,-4592,8431,-306,810,931,163.0,147.0,194.0,183.0,1
14407,-5084,8047,-613,1025,971,164.0,148.0,194.0,186.0,1
14131,-5580,8019,-821,1391,834,160.0,146.0,196.0,186.0,1
14535,-5828,7791,-450,1394,1035,162.0,147.0,194.0,186.0,1
14691,-5240,8183,-327,2044,-330,163.0,148.0,196.0,186.0,1
14639,-5172,8231,-1126,1785,-366,163.0,148.0,196.0,188.0,1
14447,-5812,7895,-1654,1462,-394,162.0,146.0,196.0,188.0,1
14535,-6516,7703,-1872,1107,-905,163.0,149.0,194.0,188.0,1
15371,-6296,7959,-1832,1251,-1716,162.0,149.0,194.0,189.0,1
15283,-5848,8259,-1096,1828,-2286,164.0,148.0,193.0,189.0,1
14379,-5528,8223,-484,2367,-2759,163.0,148.0,194.0,189.0,1
14307,-4928,8123,322,2166,-2858,162.0,146.0,193.0,188.0,1
14271,-4408,8259,902,2118,-2863,164.0,147.0,194.0,189.0,1
13687,-3896,8675,1540,1805,-3021,164.0,146.0,193.0,191.0,1
13535,-3172,8663,1615,1413,-3126,165.0,148.0,194.0,189.0,1
13475,-3152,8599,2028,967,-2806,165.0,148.0,194.0,188.0,1
13175,-3068,8287,2842,867,-2341,165.0,147.0,194.0,187.0,1
13163,-2804,8319,3745,960,-1884,165.0,147.0,193.0,187.0,1
13343,-1764,9135,2767,585,-1608,164.0,147.0,196.0,186.0,1
13767,-1044,8919,404,583,-696,165.0,148.0,196.0,188.0,1
13659,-976,9051,-2129,237,-711,166.0,147.0,194.0,187.0,1
13567,-2440,8927,-2722,-570,-463,163.0,147.0,194.0,188.0,1
13615,-3620,8659,-1264,-280,-260,165.0,147.0,194.0,188.0,1
13539,-3544,8559,-45,-244,26,164.0,147.0,194.0,189.0,1
13403,-2892,8463,248,-376,176,165.0,147.0,196.0,189.0,1
13483,-2456,8375,-523,-241,194,165.0,147.0,194.0,188.0,1
13243,-3416,8183,-1516,-517,174,164.0,148.0,193.0,188.0,1
13691,-4824,7879,-1163,-416,-426,164.0,149.0,194.0,188.0,1
13863,-5280,7819,802,-29,-949,164.0,148.0,193.0,189.0,1
13887,-4632,8399,2756,463,-1087,163.0,149.0,193.0,197.0,1
13691,-4000,8743,3949,607,-1002,161.0,149.0,194.0,192.0,1
13779,-3400,9063,4382,882,-892,160.0,149.0,194.0,197.0,1
13927,-2696,9143,3204,1137,-830,161.0,148.0,193.0,189.0,1
13579,-2484,9015,962,1170,-714,161.0,148.0,194.0,196.0,1
12687,-2744,9519,-665,423,-909,161.0,147.0,194.0,191.0,1
12907,-3284,9371,-159,-142,-1123,153.0,148.0,194.0,189.0,1
12591,-2948,10163,807,-261,-1016,159.0,147.0,192.0,188.0,1
13027,-2256,9667,963,-521,97,160.0,148.0,193.0,182.0,1
13187,-2440,8723,-1517,49,-3,159.0,149.0,196.0,181.0,1
13155,-2968,8847,-3815,-790,-478,159.0,147.0,193.0,187.0,1
13515,-4620,8547,-2519,-222,-989,160.0,149.0,193.0,184.0,1
13547,-4556,8259,-1541,182,-932,159.0,149.0,193.0,186.0,1
13719,-3908,8163,-1413,814,-758,157.0,149.0,192.0,188.0,1
13683,-3720,8727,-1953,772,-849,159.0,149.0,193.0,186.0,1
13639,-3756,8491,-2012,521,-894,159.0,148.0,192.0,188.0,1
13523,-4084,8363,-1854,651,-858,159.0,149.0,193.0,184.0,1
13547,-3776,8155,-1604,376,-513,159.0,148.0,192.0,182.0,1
13559,-3936,7755,-1166,701,-485,160.0,149.0,193.0,181.0,1
13147,-4320,7575,276,822,-609,159.0,149.0,193.0,182.0,1
13035,-4216,7567,2154,784,-716,160.0,149.0,192.0,181.0,1
12999,-2980,8295,4235,254,-977,159.0,149.0,193.0,182.0,1
13075,-1900,8471,2868,-302,-911,157.0,148.0,192.0,183.0,1
13339,-1500,8391,222,-1112,-861,160.0,149.0,193.0,182.0,1
13559,-2592,7431,-918,-1682,-940,159.0,150.0,193.0,182.0,1
13663,-3448,8223,6,-693,-1234,159.0,150.0,193.0,182.0,1
13295,-2836,9195,708,-822,-983,160.0,149.0,192.0,180.0,1
13283,-2556,8443,1025,-466,-852,159.0,149.0,191.0,181.0,1
13695,-2820,8563,1371,46,-998,159.0,150.0,193.0,181.0,1
13779,-2424,8935,1278,-99,-726,160.0,150.0,194.0,177.0,1
13923,-2376,9335,321,224,-327,160.0,148.0,192.0,180.0,1
13435,-2676,9287,-963,176,-154,159.0,146.0,193.0,180.0,1
13691,-3180,8987,-815,451,-265,164.0,148.0,192.0,179.0,1
13539,-3808,9027,-131,558,-392,160.0,147.0,192.0,179.0,1
13467,-3876,9011,1565,1065,-540,162.0,148.0,191.0,179.0,1
13055,-2700,9567,1496,1101,-711,158.0,148.0,193.0,179.0,1
13219,-1860,9607,289,1012,-740,158.0,148.0,192.0,177.0,1
13335,-2344,9283,-1484,998,-743,158.0,148.0,193.0,176.0,1
13415,-3428,9487,-1525,909,-994,159.0,148.0,194.0,177.0,1
13431,-4156,9415,-150,1048,-1008,158.0,147.0,197.0,176.0,1
13355,-3300,9591,921,1306,-822,157.0,149.0,194.0,176.0,1
13191,-2876,9647,674,986,-786,157.0,148.0,196.0,176.0,1
13319,-2704,9659,523,822,-795,156.0,149.0,196.0,174.0,1
13715,-2656,9083,362,870,-607,157.0,151.0,196.0,176.0,1
13363,-2732,9603,104,586,-563,157.0,151.0,196.0,176.0,1
13291,-2652,9439,403,440,-640,157.0,152.0,196.0,175.0,1
13347,-2300,9275,583,376,-680,156.0,153.0,194.0,175.0,1
13335,-2444,9383,772,68,-676,157.0,153.0,194.0,174.0,1
13275,-2268,9431,751,-269,-698,154.0,155.0,193.0,175.0,1
13267,-2444,9539,1030,-193,-648,155.0,154.0,193.0,173.0,1
13363,-2484,9471,932,-236,-525,156.0,153.0,192.0,173.0,1
13367,-2212,9787,879,-331,-341,156.0,154.0,193.0,174.0,1
13351,-2132,9483,957,-189,-335,155.0,153.0,192.0,174.0,1
13379,-2264,9931,843,-168,-213,155.0,153.0,193.0,173.0,1
13307,-2316,9915,484,-20,-238,155.0,153.0,192.0,173.0,1
13035,-2560,9703,465,3,-231,155.0,153.0,191.0,172.0,1
12983,-2692,10051,694,68,-254,155.0,153.0,191.0,173.0,1
13011,-2588,9823,675,168,-279,154.0,153.0,192.0,173.0,1
13019,-2236,9651,381,5,-340,155.0,153.0,189.0,172.0,1
13011,-2520,9551,254,57,-405,154.0,153.0,191.0,172.0,1
13119,-2524,9687,377,-47,-579,156.0,153.0,188.0,172.0,1
13151,-2360,9723,381,-218,-641,155.0,152.0,188.0,173.0,1
13163,-2064,9807,319,-209,-518,154.0,151.0,189.0,172.0,1
13291,-2076,9363,268,-197,-388,155.0,151.0,189.0,172.0,1
13375,-2128,9215,-96,-80,-447,155.0,148.0,189.0,171.0,1
13315,-2324,9679,-387,52,-469,155.0,147.0,188.0,172.0,1
12995,-2488,9767,-690,-243,-489,156.0,147.0,188.0,172.0,1
13219,-2492,9387,-477,-48,-620,155.0,145.0,187.0,170.0,1
13299,-2336,8919,-327,-223,-425,156.0,145.0,187.0,171.0,1
13219,-2424,9539,10,-66,-491,156.0,144.0,187.0,171.0,1
13355,-2200,9851,-386,-360,-548,156.0,144.0,186.0,172.0,1
13339,-1940,9719,-553,-175,-431,156.0,144.0,188.0,172.0,1
13255,-2644,9323,-479,-168,-417,157.0,145.0,189.0,172.0,1
13323,-3100,9471,433,-385,-473,156.0,144.0,187.0,172.0,1
13515,-2348,9535,1261,-245,-208,156.0,143.0,187.0,173.0,1
13011,-1808,10075,173,-949,-91,156.0,143.0,188.0,173.0,1
13323,-1880,8955,-760,-616,-206,157.0,144.0,191.0,172.0,1
13527,-2728,8927,-1171,-534,85,159.0,144.0,189.0,173.0,1
13163,-3356,9039,-887,-648,-144,161.0,147.0,191.0,173.0,1
12823,-2720,10231,-469,-339,-249,164.0,151.0,192.0,173.0,1
12955,-2120,9747,-452,-503,-184,165.0,154.0,192.0,174.0,1
13595,-1856,9203,-1137,-327,-62,169.0,158.0,193.0,175.0,1
13743,-2600,8435,-1302,-190,208,170.0,163.0,196.0,174.0,1
13451,-3220,9115,-914,453,58,174.0,170.0,200.0,174.0,1
12787,-3020,11079,-1948,-532,-205,177.0,183.0,205.0,177.0,1
13595,-2668,8883,-1490,-484,-537,182.0,194.0,214.0,180.0,1
13963,-3060,9011,-730,-602,-119,187.0,198.0,218.0,182.0,1
13431,-3220,9195,-143,-254,39,194.0,206.0,226.0,184.0,1
12867,-2900,10259,-755,-670,-15,200.0,217.0,239.0,187.0,1
13039,-3060,9127,-1658,-806,-323,198.0,218.0,242.0,188.0,1
13511,-3588,8747,-717,-679,-217,197.0,218.0,248.0,188.0,1
13635,-4112,8375,671,-395,-27,196.0,223.0,248.0,187.0,1
13435,-3296,8827,1625,214,-300,197.0,227.0,255.0,189.0,1
13019,-2172,9791,599,-471,-147,198.0,234.0,265.0,192.0,1
13011,-2580,9631,-842,-602,-99,201.0,239.0,267.0,189.0,1
13231,-3336,8963,-1111,-790,-174,202.0,239.0,267.0,189.0,1
13663,-3704,8295,-289,-615,-126,202.0,234.0,267.0,191.0,1
13767,-3740,8383,859,18,-247,204.0,234.0,267.0,192.0,1
13343,-3100,9243,1086,3,-279,206.0,237.0,271.0,191.0,1
13135,-2728,9787,290,-320,-348,211.0,244.0,279.0,192.0,1
13379,-2560,9439,-1033,-605,-254,212.0,242.0,277.0,194.0,1
13703,-3108,8971,-1267,-666,-148,214.0,242.0,277.0,192.0,1
13699,-4128,8479,-185,-321,-56,209.0,239.0,275.0,191.0,1
13307,-2676,9367,833,-312,-139,198.0,239.0,277.0,192.0,1
13227,-2600,9135,-236,-382,-50,211.0,241.0,275.0,189.0,1
13311,-3288,9075,-666,-452,-102,211.0,237.0,277.0,191.0,1
13275,-3492,8823,-529,-526,-102,211.0,234.0,271.0,191.0,1
13311,-3700,8731,218,-329,-265,211.0,231.0,273.0,192.0,1
13447,-3156,8991,380,-241,-244,211.0,227.0,267.0,191.0,1
13311,-3092,8831,41,-275,-244,209.0,224.0,267.0,191.0,1
13559,-3500,8659,-55,-183,-338,211.0,224.0,261.0,188.0,1
13531,-3484,9023,364,-173,-345,209.0,221.0,259.0,189.0,1
13643,-3208,8927,569,-96,-274,211.0,221.0,263.0,191.0,1
13355,-3084,8975,244,-281,-213,211.0,217.0,259.0,191.0,1
13471,-3240,8775,165,-117,-163,208.0,218.0,257.0,189.0,1
13323,-3528,8947,203,-231,-138,209.0,217.0,255.0,189.0,1
13311,-3336,9067,503,-248,-220,209.0,218.0,257.0,188.0,1
13323,-3120,8963,481,-385,-281,209.0,217.0,255.0,189.0,1
13563,-3116,8955,332,-377,-222,211.0,215.0,257.0,189.0,1
13443,-3336,8799,272,-254,-160,218.0,217.0,255.0,188.0,1
13427,-3476,8979,331,-322,-232,209.0,215.0,259.0,188.0,1
13559,-3236,9031,373,-310,-270,212.0,217.0,267.0,194.0,1
13479,-3232,8631,359,-145,-240,214.0,220.0,275.0,198.0,1
13427,-3312,8703,522,76,-272,212.0,223.0,286.0,204.0,1
13247,-3236,9075,335,-140,-263,218.0,227.0,290.0,208.0,1
13287,-3084,9123,172,-311,-289,221.0,231.0,295.0,218.0,1
13563,-3156,8823,272,-236,-236,224.0,234.0,300.0,220.0,1
13531,-3408,8711,564,85,-241,224.0,237.0,304.0,224.0,1
13599,-3300,9111,502,125,-202,223.0,239.0,312.0,227.0,1
13227,-3352,9495,196,-213,-214,229.0,241.0,314.0,226.0,1
13467,-3228,9407,141,-483,-285,224.0,244.0,320.0,226.0,1
13707,-3224,8791,187,-536,-162,226.0,248.0,328.0,232.0,1
13523,-3340,8935,432,-161,-122,226.0,251.0,333.0,234.0,1
13323,-3188,9103,442,-329,-134,224.0,253.0,342.0,237.0,1
13259,-2956,9475,120,-409,-118,226.0,257.0,345.0,241.0,1
13355,-3144,8651,-49,-509,-142,226.0,259.0,348.0,244.0,1
13551,-3516,8359,300,-367,-179,231.0,265.0,351.0,242.0,1
13563,-3272,8659,444,-137,-159,231.0,267.0,354.0,244.0,1
13363,-3332,8831,435,-68,-205,227.0,265.0,354.0,241.0,1
13431,-3136,8875,315,-47,-314,229.0,267.0,351.0,244.0,1
13439,-3308,8779,276,-76,-303,232.0,267.0,357.0,246.0,1
13547,-3364,8703,468,-38,-301,231.0,267.0,345.0,241.0,1
13443,-3064,9099,651,-207,-290,232.0,265.0,351.0,239.0,1
13443,-2980,9115,587,-256,-254,232.0,263.0,345.0,237.0,1
13515,-2992,9079,457,-342,-113,232.0,267.0,336.0,241.0,1
13559,-3216,9127,380,-428,-133,232.0,263.0,339.0,236.0,1
13607,-3160,9131,293,-458,-110,231.0,265.0,342.0,236.0,1
13499,-3444,8779,194,-397,-82,231.0,261.0,333.0,236.0,1
13507,-3400,8871,321,-351,-161,231.0,261.0,336.0,232.0,1
13495,-3276,8991,449,-343,-161,231.0,259.0,333.0,231.0,1
13387,-3292,8963,403,-185,-146,229.0,259.0,330.0,231.0,1
13311,-3228,9267,228,-347,-155,231.0,251.0,325.0,231.0,1
13523,-3196,8423,252,-159,-92,221.0,236.0,307.0,226.0,1
13539,-3236,8575,290,-54,-86,218.0,232.0,302.0,224.0,1
13463,-3232,9075,460,-104,-167,215.0,224.0,293.0,224.0,1
13459,-3184,9079,490,-181,-140,214.0,218.0,288.0,224.0,1
13599,-3188,8931,223,-189,-54,209.0,217.0,275.0,223.0,1
13631,-3328,9079,210,-232,-42,211.0,211.0,271.0,221.0,1
13527,-3380,8927,385,-178,-60,209.0,209.0,267.0,224.0,1
13339,-3324,9115,523,-312,-198,206.0,206.0,263.0,220.0,1
13307,-3208,9319,409,-561,-198,209.0,204.0,259.0,221.0,1
13439,-2956,9103,161,-679,-125,209.0,200.0,259.0,218.0,1
13407,-3064,8763,51,-733,-63,205.0,197.0,250.0,217.0,1
13579,-3412,8471,213,-420,-39,204.0,194.0,241.0,218.0,1
13399,-3352,8899,388,-365,-77,204.0,189.0,242.0,217.0,1
13403,-3240,9147,382,-413,-93,201.0,187.0,239.0,215.0,1
